260,Donald Newton Wilber November 14 1907,"Donald Newton Wilber (November 14, 1907, Wisconsin – February 2, 1997, Princeton, New Jersey), American writer and spy.Wilber was a principal architect of the CIA project ""Operation Ajax"", a successful plot to overthrow the government of Iranian Prime Minister Mohammad Mossadeq. The plot replaced Iran's first democratically elected Prime Minister with General Fazlollah Zahedi; the government fell back into the hands of its disempowered Mohammad Reza Shah Pahlavi, who had supported the coup. He later ordered the deaths of thousands of Iranians through SAVAK, the Shah's tightly controlled secret police, in his following regime.Wilber served as a United States intelligence officer with the Office of Strategic Services (OSS), and was an active participant in the power struggles of nations, especially during the rivalry between the United States and the Soviet Union in Iran after World War II.In addition to orchestrating the coup in Iran to benefit oil barons in Britain and the United States, in his spare time, Wilber wrote histories, travelogues and commentaries on Iran, Afghanistan and Sri Lanka. He was considered an authority on ancient Persia."
261,James P Molinaro born March 11,"James P. Molinaro (born March 11, 1931) is an American politician who is a former Borough President of Staten Island.Molinaro first won election as borough president on November 6, 2001 defeating his Democratic opponent Councilman Jerome X. O'Donovan, with 50 percent to 43 percent. He took office on January 1, 2002.Molinaro won re-election for a third and last term on November 3, 2009, with 46,061 votes (62.7%) compared to 27,356 (37.3%) votes for his challenger John Luisi, who also challenged him in 2005."
262,Ratu Meli Bogileka is a Fijian,"Ratu Meli Bogileka is a Fijian politician.  He was the Secretary of the People's National Party (PNP) up to its decision to merge into the Party of National Unity (PANU) on 5 March 2006.  This merger, an affair complicated by several about-turns, saw Bogileka appointed Secretary of the new PANU.  (Bogileka had originally helped to forge the PNP as a union of a former PANU and another party, the Protector of Fiji (BKV); both parties were reregistered in January 2006, seceding from the PNP; the PNP and the BKV subsequently merged into PANU in March).First elected as a candidate of the original PANU to represent the Ba West Fijian communal constituency in the House of Representatives in the parliamentary election of 1999, Bogileka subsequently served in the Cabinet of Prime Minister Mahendra Chaudhry from 1999 to 2000, and was held as a hostage by gunmen led by George Speight, who led a coup d'état against the Chaudhry government, starting on 19 May 2000.  Political realignments that followed the 2000 crisis saw him lose his seat in the election held to restore democracy in 2001.Bogileka also stirred controversy by criticizing the legacy of modern Fiji's first statesman, Ratu Sir Lala Sukuna, who is regarded as a national hero.  On 23 May 2005, he said that Sukuna's achievements had been overstated, and that his policies had confined Fijians to villages and marginalized them economically.  He considered that Sukuna should have used his chiefly position to urge indigenous Fijians to work rather than remain in their villages in the name of culture.  His comments provoked an angry reaction from the government, which issued a press release calling his statement ""inaccurate"" and saying that it should be ""treated with the contempt it deserves.""Bogileka has also served General Secretary of the Viti and Resource Landowners Association, which advocates the return to indigenous ownership of all ""crown land"" - i.e., government-owned land.  This was not a political demand, he told the Fiji Sun on 3 January 2006, but rather an insistence on the fulfillment of a promise made by Queen Victoria in 1881, at Nailaga in Ba Province.  He strongly disagreed with Military Commander Commodore Frank Bainimarama for saying that the association should not ""waste time"" trying to recover ownership of the Queen Elizabeth Barracks in Delainabua, Suva.It was announced on 12 March 2006 that Bogileka would contest his old Ba West constituency in the parliamentary election scheduled for 6–13 May. He was unsuccessful."
263,Boran Middle Persian  New Persian,"Boran (Middle Persian: ; New Persian: پوراندخت, Pūrāndokht) was Sasanian queen (banbishn) of Iran from 629 to 632, with an interruption of one year. She was the daughter of king (shah) Khosrow II (r. 590–628), and the first of only two women to rule in Iranian history; the other was her sister Azarmidokht.She was committed to revive the memory and prestige of her father, during whose reign the Sasanian Empire had grown to its largest territorial extent."
264,Bad to the Bone is a,"""Bad to the Bone"" is a song by George Thorogood and the Destroyers released in 1982 on the album of the same name. While it was not widely popular during its initial release, its video made recurrent appearances on the nascent MTV, created a year before. Licensing for films, television, and commercials has since made the song more popular. Author Jim Beviglia argues that despite the song not making the pop charts, it ""outstrips all other 80s songs in terms of the way it has essentially become cultural shorthand""."
265,King Jungcheon of Goguryeo 224270 r,"King Jungcheon of Goguryeo (224–270, r. 248–270) was the 12th ruler of Goguryeo, the northernmost of the Three Kingdoms of Korea."
266,The Taiwan tubenosed bat Murina puta,"The Taiwan tube-nosed bat (Murina puta) is a species of vesper bat in the family Vespertilionidae.It is found only in Taiwan. It is a close relative of Hutton's tube-nosed bat, and might even be the same species."
267,Xenophyllum acerosum is a species of,Xenophyllum acerosum is a species of flowering plant in the Asteraceae family.It is found only in Ecuador.Its natural habitat is subtropical or tropical dry shrubland.It is threatened by habitat loss.
268,Jason Steger born 1956 is a,"Jason Steger (born 1956) is a British-born Australian journalist, working in both print and film media. He is currently the literary editor of the Melbourne broadsheet The Age and one of three regular commentators on ABC TV's The Book Club."
269,Haggerston is a hamlet located in,"Haggerston is a hamlet located in the county of Northumberland, England about 5 miles (8 km) south of Berwick-upon-Tweed and adjacent to the A1 road. Historically, it was a baronetcy in the civil parish of Ancroft, then located in County Durham. Today, it is best known for Haggerston Castle caravan park."
270,Phacelia greenei is a species of,"Phacelia greenei is a species of phacelia known by the common name Scott Valley phacelia. It is endemic to the southern Klamath Mountains of far northern California, where it is known only from Scott Valley, a valley known for its alfalfa growing, and vicinity.It is a serpentine soils endemic growing in the coniferous forests of the mountains.This is an annual herb with a branching or unbranched erect stem reaching no more than about 15 centimeters in height. It is glandular and coated in short hairs called trichomes. The lance-shaped, smooth-edged leaves are up to 3 centimeters in length. The hairy inflorescence is a small, one-sided curving or coiling cyme of five-lobed flowers. Each flower is about half a centimeter long and deep purple or blue in color with a white or yellowish tubular throat. The leaves of the plant are alternate in pattern and are long and narrow. The herb begins blooming in April and stops blooming in June."
271,Lishness Peak 7853S 8445W is a,"Lishness Peak (78°53′S 84°45′W) is a peak, 2,200 metres (7,200 ft) high, in Owen Ridge near the south end of the Sentinel Range of the Ellsworth Mountains in Antarctica, rising at the east side of Nimitz Glacier, 1 nautical mile (2 km) southeast of Wilson Peak and 8.8 nautical miles (16 km) northwest of Bowers Corner. It was first mapped by the United States Geological Survey from surveys and U.S. Navy air photos from 1957–59, and was named by the Advisory Committee on Antarctic Names for Alton R. Lishness, a radio operator on a U.S. Navy R4D exploratory flight to this area on January 28, 1958."
272,Mount Vartdal is a 1505 m,"Mount Vartdal is a 1,505 m tall snow-capped peak surmounting and forming part of the plateau escarpment along the east coast of Graham Land. It is situated 4 nautical miles (7 km) northeast of Karpf Point on the north side of Mill Inlet. It was charted by the Falkland Islands Dependencies Survey (FIDS) in 1947 and named for Hroar Vartdal, a Norwegian polar bibliographer. This feature was photographed from the air during 1947 by the Ronne Antarctic Research Expedition (RARE) under Ronne. This article incorporates public domain material from the United States Geological Survey document ""Mount Vartdal"" (content from the Geographic Names Information System)."
273,The Miller Building was a historic,"The Miller Building was a historic building located in the central part of Davenport, Iowa, United States. It was listed on the National Register of Historic Places in 1983."
274,Qanat Kucheke Aqsi Persian قنات كوچك,"Qanat Kuchek-e Aqsi (Persian: قنات كوچك اقصي‎, also Romanized as Qanāt Kūcheḵ-e Āqṣī) is a village in Behnamarab-e Jonubi Rural District, Javadabad District, Varamin County, Tehran Province, Iran. At the 2006 census, its population was 11, in 4 families."
275,Onuškis Manor is a former residential,"Onuškis Manor is a former residential manor in Onuškis village, Rokiškis district. The manor was heavily damaged during World War I and currently only ruins remains."
276,Udomdej Sitabutr Thai อดมเดช สตบตร born,"Udomdej Sitabutr (Thai: อุดมเดช สีตบุตร, born 15 August 1955) is a Thai military officer. He served as Commander-in-Chief of the Royal Thai Army from 2014 to 2015."
277,Woltman is a surname Notable people,"Woltman is a surname. Notable people with the surname include:Clem Woltman (1914–1988), American football playerGeorge Woltman (born 1957), American mathematicianHenry Woltman (1889–1964), American neurologistWoltman sign, a medical sign"
278,Oceans of Slumber is an American,"Oceans of Slumber is an American progressive metal band from Houston, Texas formed in 2011."
279,Gold is the second album by,"Gold is the second album by Starflyer 59. It was originally released in 1995.  In 2005, it was reissued with five bonus tracks from the band's Goodbyes Are Sad 7 inch single and Le Vainqueur EP.As with Silver, the title of their second album matches the color of the album's cover."
280,Ephraim Downs 17871860 was an early,"Ephraim Downs (1787–1860) was an early America wooden movement clockmaker. In business from 1810 through 1842, he worked with Eli Terry, Silas Hoadley, and Seth Thomas in the early Connecticut clock trade.During the 1830s, Ephraim supplied nearly seven thousand wood-movement clocks to the wholesale trade. Eighty percent of his clocks were of the thirty-hour looking glass variety. Wholesale prices for these clocks was $9.00 in 1830, but by 1839 the price was reduced by one half due to competitive price cutting and reduced manufacturing costs.Downs sold some brass movement clocks but it is not believed that he manufactured any of this type. After 1842, he did not participate to any great extent in clock-manufacturing, though he did continue to produce and sell a few wood movements. He continued to work and ran his gristmill until 1850. He died in Bristol, Connecticut on December 8, 1860. His old clock shop burned down around 1865. It was located on the south side of the river as was the mill, but on the east side of the road now called Downs Street, whereas the mill was on the west side. The Downs mill was taken down in 1921 and a stone monument with a water fountain was erected in its place."
281,Ethnix Hebrew אתניקס stylized as Xאתני,"Ethnix (Hebrew: אתניקס‎, stylized as Xאתני, [ˈetniks] or [ˈeθniks]) is an Israeli pop-rock band, founded in 1984 as Moskva (Hebrew: מוסקבה‎, [moskˈva] - ""Moscow"") by vocalist Zeev Nechama and keyboardist Tamir Kalinski. Their music is a mix of oriental and Western melodies. Ethnix is the oldest continuously-operating band in Israel, together since 1984."
282,John Boorman c1754  1 August,"John Boorman (c.1754 – 1 August 1807) was an English cricketer whose known career spanned 26 seasons from 1768 to 1793. In Scores & Biographies, Arthur Haygarth recorded that he found a reference to Boorman ""in another account"" (re a single wicket match in 1772) which called him James, but Haygarth was convinced that the correct name was John which recurred. Haygarth discovered that Boorman was ""probably"" born at Cranbrook in Kent but may have resided for many years at Sevenoaks, though he certainly died at Ashurst in Sussex, where he spent his latter years as a farmer. Boorman's year of birth is an estimate based on evidence found by Haygarth that he was 53 when he died and Haygarth made a comment that Boorman ""began playing in great matches very young"". Boorman is believed to have been a left-handed batsman but it is not known if he bowled left arm. Like all bowlers of the time, he was underarm but his pace is unknown. As a fielder, he was generally deployed at point.Many of Boorman's appearances are unrecorded, as is the case with all 18th century players. The total number of appearances credited to him in the sources is 63, of which 61 were in important eleven-a-side matches and two in single wicket matches.Boorman is first recorded in May 1768 playing in a five-a-side single wicket match at the Artillery Ground. He was in a team formed by Sir Horatio Mann, playing against John Sackville's Five, and scored eight runs in the match which Sackville's team won by four wickets. A few weeks later, Boorman made his first known appearance in an important match when he played for Mann's Bourne team against Henry Rowett's Caterham on Westerham Common. One of the earliest scorecards has survived and records that Boorman scored one and nine, but Caterham won by 14 runs.Boorman played mostly for Kent, but he also made appearances for All-England teams. He played for Middlesex as a given man against Essex in the earliest known match on Lord's Old Ground in May 1787, top scoring for the home side in both innings with 23 and 37. He also took a known six (i.e., bowled only) wickets in the match which Middlesex won by 93 runs. From 1791 to 1793, Boorman made six known appearances for Essex and Haygarth suggested that he might have removed into the county, but with no certainty."
283,This page details football records in,This page details football records in Italy.
284,Allan W Adler May 8 1916,"Allan W. Adler (May 8, 1916 – December 3, 2002) was an American silversmith, known as ""silversmith to the stars"".Beginning his career as an apprentice in 1938, Adler designed silverware and holloware in shapes inspired by the Modernist art movement of the early 1900s.His name became associated with Hollywood glamour in the early 1940s, and he was commissioned to design mini-Oscars for Academy Award winners, crowns for Miss Universe and Miss USA, and silver bowls, candlesticks and goblets for celebrity clients. During John F. Kennedy's presidential campaign, Adler crafted a silver coffee urn to be used at a fund-raising event.Adler married Becca Blanchard, daughter of noted silversmith Porter Blanchard."
285,Timo Kunert born 12 March 1987,Timo Kunert (born 12 March 1987 in Gladbeck) is a German footballer who currently plays for FSV Frankfurt.
286,PNSM Hashmat S135 is the lead,PNS/M Hashmat (S-135) is the lead ship of Hashmat-class diesel-electric submarine based on the French Agosta 70Alpha-class design.
287,Turritella lentiginosa is a species of,"Turritella lentiginosa is a species of sea snail, a marine gastropod mollusk in the family Turritellidae."
288,The 201011 Sacred Heart Pioneers season,The 2010-11 Sacred Heart Pioneers season was their eighth season as a Division I Independent.
289,Landhi Korangi Zoo Urdu لانڈھی کورنگی,"Landhi Korangi Zoo (Urdu: لانڈھی کورنگی چڑیا گھر ‎) established in 1990, is a zoological garden located at Korangi, Landhi Town, Karachi District, Sindh, Pakistan. It is spread over an area of approximately 4 acres (16,000 m2) and contains a fewer variety of animals compared to Karachi Zoo. The zoo operates under the City District Government Karachi and is a member of SAZARC.In 2006, 4 million Pakistani rupees were allocated to the Landhi Korangi Zoo for bringing new animals particularly a pair of lions. The management of Karachi Zoo also provided two pairs of plains zebra, one male and two female of the red-necked wallaby, one pair of Arabian oryx and two pairs of ostrich."
290,William Jacob Morton 27 September 1912,"William Jacob Morton (27 September 1912 – 10 February 1995) was a Canadian tenor opera director, and voice teacher born in Deloraine, Manitoba. He first studied singing with Alicia Birkett in Regina, and later with Albert Whitehead and James Rosselino in Toronto. He made his professional singing debut in 1932 and made his debut radio broadcast in 1933 on CKCK. He was a  regular on CBC Radio from the mid-1930s through the 1950s and was also one of the leading tenors of the CBC Opera Company during the 1940s. With the CBC he notably performed the title role in the Canadian premiere of Benjamin Britten's Peter Grimes in 1949. From 1942-1951 he was a member of the CBC vocal quartet the Four Gentlemen which were a main feature of the radio program 'Carry On Canada'. In the 1950’s he moved to Vancouver and was offered tenure by UBC but rejected. Later in the 50’s he founded the Vancouver Opera Society. He died in February 1995 at the age of 82."
291,The Lords Pavilion is a cricket,"The Lord's Pavilion is a cricket pavilion at Lord's Cricket Ground in London, England. Designed by Thomas Verity and built in 1889–1890, the pavilion has achieved Grade II architectural designation. Like the rest of Lord's, the pavilion is owned by Marylebone Cricket Club (MCC) but is also used by Middlesex County Cricket Club and the England national cricket team."
292,Sean Nicholas Savage born 1986 is,"Sean Nicholas Savage (born 1986) is a Canadian singer-songwriter and musician from Edmonton, who is a member of the Arbutus Records and Canadian indie music scene. He has been described by Emilie Friedlander in an article for The Fader as ""a singer-songwriter, madcap philosopher, and all-around scene-pillar in the particular freak-flag-flying sector of the Canadian music community. He is known for his prolific output, poetic lyrics and varied musical style.Sean Nicholas has released exclusively on Arbutus Records, and was one of the first artists to join the label after its inception in 2009."
293,The Toluid Civil War was a,"The Toluid Civil War was a war of succession fought between Kublai Khan and his younger brother, Ariq Böke, from 1260 to 1264.  Möngke Khan died in 1259 with no declared successor, precipitating infighting between members of the Tolui family line for the title of Great Khan that escalated to a civil war.  The Toluid Civil War, and the wars that followed it (such as the Berke–Hulagu war and the Kaidu–Kublai war), weakened the authority of the Great Khan over the Mongol Empire and split the empire into autonomous khanates."
294,Bullet Girls バレットガールズ Baretto Gāruzu is,"Bullet Girls (バレットガールズ, Baretto Gāruzu) is a third-person shooter video game for the PlayStation Vita developed by Shade and published by D3 Publisher. The game is an action shooter video game, and has been compared to paintball by Gematsu and Senran Kagura by Siliconera. Bullet Girls takes place in a school that serves upper class girls, and focuses on the Ranger Club, whose members undertake military missions in their spare time. Noted for its ample amounts of ecchi and fanservice content, Bullet Girls game was released on August 21, 2014, in Japan. A sequel, titled Bullet Girls 2, was released on April 21, 2016. A third game, titled Bullet Girls Phantasia, was announced for PS4 and PS Vita and is expected to release in Spring 2018."
295,Motorcycle Jesus is the first extended,"Motorcycle Jesus is the first extended play by Boots. It is the soundtrack to his thirty-minute short film, with the same name. Boots made the 5-song EP available to stream on March 2, 2015."
296,This article contains a list of,"This article contains a list of Presidents of the College of the Holy Cross:Rev. Thomas F. Mulledy, SJ (1843–1845)Rev. James Ryder, SJ (1845–1848)Rev. John Early, SJ (1848–1851)Rev. Anthony F. Ciampi, SJ (1851–1854; 1857–1861; 1869–1873)Rev. Peter J. Blenkinsop, SJ (1854–1857)Rev. James Clark, SJ (1861–1867)Rev. Robert W. Brady, SJ (1867–1869; 1883–1887)Rev. Joseph B. O'Hagan, SJ (1873–1878)Rev. Edward D. Boone, SJ (1878–1883)Rev. Samuel Cahill, SJ (1887–1889)Rev. Michael O'Kane, SJ (1889–1893)Rev. Edward A. McGurk, SJ (1893–1895)Rev. John F. Lehy, SJ (1895–1901)Rev. Joseph F. Hanselman, SJ (1901–1906)Rev. Thomas E. Murphy, SJ (1906–1911)Rev. Joseph N. Dinand, SJ (1911–1918; 1924–1927)Rev. James J. Carlin, SJ (1918–1924)Rev. John M. Fox, SJ (1927–1933)Rev. Francis J. Dolan, SJ (1933–1939)Rev. Joseph R. N. Maxwell, SJ (1939–1945)Rev. William J. Healy (1945–1948)Rev. John A. O'Brien, SJ (1948–1954)Rev. William A. Donaghy, SJ (1954–1960)Rev. Raymond J. Swords, SJ (1960–1970)Rev. John E. Brooks, SJ (1970–1994)Rev. Gerard C. Reedy, SJ (1994–1998)Dr. Frank Vellaccio, PhD (1998–2000)Rev. Michael C. McFarland, SJ (2000–2012)Rev. Philip L. Boroughs, SJ (2012– )"
297,Ahmed Abo Obaid  Arabic أحمد,"Ahmed Abo Obaid  (Arabic: أحمد بو عبيد‎; born November 6, 1984) is a Saudi football player who plays a winger for Al-Nojoom FC."
298,Stuttgart Stadtmitte station is a railway,"Stuttgart Stadtmitte station is a railway station in the capital city of Stuttgart, located in the Baden-Württemberg, Germany."
299,Rogers Hornsby Sr April 27 1896,"Rogers Hornsby, Sr. (April 27, 1896 – January 5, 1963), nicknamed ""The Rajah"", was an American baseball infielder, manager, and coach who played 23 seasons in Major League Baseball (MLB). He played for the St. Louis Cardinals (1915–1926, 1933), New York Giants (1927), Boston Braves (1928), Chicago Cubs (1929–1932), and St. Louis Browns (1933–1937). He was named the National League (NL)'s Most Valuable Player (MVP) twice, and was a member of one World Series championship team.Born and raised in Winters, Texas, Hornsby played for several semi-professional and minor league teams. In 1915, he began his major league career with the St. Louis Cardinals and remained with the team for 12 seasons. During this period, Hornsby won his first MVP Award and the Cardinals won the 1926 World Series. After that season, he spent one season with the New York Giants and another with the Boston Braves before being traded to the Chicago Cubs. He played with the Cubs for four years and won his second MVP Award before the team released him in 1932. Hornsby re-signed with the Cardinals in 1933, but was released partway through the season and was picked up by the St. Louis Browns. He remained there until his final season in 1937. From 1925 to 1937, Hornsby was intermittently his own manager. After retiring as a player, he managed the Browns in 1952 and the Cincinnati Reds from 1952 to 1953.Hornsby is regarded as one of the best hitters of all time. He had 2,930 hits and 301 home runs in his career; his career batting average of .358 is second only to Ty Cobb, at .367, in MLB history. He also won two Triple Crowns and batted .400 or more three times during his career. He is the only player to hit 40 home runs and bat .400 in the same year (1922). His batting average for the 1924 season was .424, a mark that no player has matched since. He was elected to the National Baseball Hall of Fame in 1942 and the St. Louis Cardinals Hall of Fame in 2014.Hornsby married three times, in 1918, 1924, and 1957, and had two children.Known as someone who was difficult to get along with, he was not well liked by his fellow players. He never smoked, drank, or went to the movies, but frequently gambled on horse races during his career."
300,Jay Robert Inslee  born February,"Jay Robert Inslee (; born February 9, 1951) is an American politician, author, and lawyer serving as the 23rd and current governor of Washington since 2013. A Democrat, he served in the United States House of Representatives from 1993 to 1995 and then again from 1999 to 2012.Born and raised in Seattle, Inslee graduated from the University of Washington and Willamette University College of Law. He served in the Washington House of Representatives from 1989 to 1993. In 1992, Inslee was elected to represent Washington's 4th congressional district, based around Central Washington, in the U.S. House of Representatives. Defeated for reelection in 1994, Inslee briefly returned to private legal practice. He made his first run for governor of Washington in 1996, coming in fifth in the blanket primary ahead of the general election, which was won by Democrat Gary Locke. Inslee then served as regional director for the United States Department of Health and Human Services under President Bill Clinton.Inslee returned to the U.S. House of Representatives in 1999, this time for Washington's 1st congressional district. The new district included Seattle's northern suburbs in King County, Snohomish County, and Kitsap County. He was reelected six times before announcing that he would make another run for the governorship in the 2012 election. He resigned from Congress to focus on his campaign. He defeated Republican Rob McKenna, the Attorney General of Washington. Inslee was reelected to a second term in 2016, defeating Republican Seattle Port Commissioner Bill Bryant, 54% to 46%. Inslee served as chair of the Democratic Governors Association for the 2018 election cycle.As governor, Inslee has emphasized climate change, education and drug policy reform. He has garnered national attention for his critiques of President Donald Trump. Inslee, State Attorney General Bob Ferguson and State Solicitor General Noah Purcell sued the Trump Administration over Executive Order 13769, which halted travel for 90 days from seven Muslim-majority countries and imposed a total ban on Syrian refugees entering the United States. The case, Washington v. Trump, led to the order being blocked by the courts and it was later superseded by other executive orders.On March 1, 2019, Inslee officially announced his candidacy for the Democratic nomination for President of the United States in the 2020 election. He has also expressed interest in running for a third term as governor in the 2020 election."
301,Winson Green is a loosely defined,"Winson Green is a loosely defined inner-city area in the west of the city of Birmingham, England. It is part of the ward of Soho.It is the location of HM Prison Birmingham (known locally as Winson Green Prison or ""the Green"") and of City Hospital (formerly Dudley Road Hospital) as well as of the former All Saints' Hospital.The area has a very multi-racial population, with large Afro-Caribbean and Asian communities. There is a nearby large Tesco supermarket and attached Victorian library, Spring Hill Library."
302,Furka Pass French le col de,"Furka Pass (French: le col de la Furka), with an elevation of 2,429 metres (7,969 ft), is a high mountain pass in the Swiss Alps connecting Gletsch, Valais with Realp, Uri. The Furka Oberalp Bahn line through the Furka Tunnel bypasses the pass. The base tunnel opened in 1982 and replaced a tunnel at 2100 m.The Furka Pass was used as a location in the James Bond film Goldfinger.Visitors can also park next to Hotel Belvédère, close to the summit, and take the short walk to the Rhone Glacier Ice Grotto. The glacier moves 30-40 metres each year, and the 100 m long tunnel and ice chamber can be visited from June when the road opens."
303,I Turned You On is a,"""I Turned You On"" is a 1969 funk song by The Isley Brothers, released on their T-Neck imprint. The single was almost as big a hit as their predecessor, ""It's Your Thing"", reaching number six on the R&B chart and number twenty-three on the pop chart. The song's then-controversial usage of the popular sock it to me catchphrase (the song depicting sex) helped its popularity among fans."
304,Alfred Shea Addis 1832  10,"Alfred Shea Addis (1832 – 10 September 1886), also known as A. S. Addis, was an American Western itinerant photographer, mostly known for photographs of Kansas, Mexico and the American Southwest."
305,USS Newport Gunboat No12PG12IX19 was a,"USS Newport (Gunboat No.12/PG-12/IX-19) was a United States Navy gunboat. She was laid down by Bath Iron Works, Bath, Maine in March 1896, launched on 5 December 1896, sponsored by Miss Frances La Farge, and commissioned on 5 October 1897, Comdr. B. F. Tilley in command."
306,The United Red Army 連合赤軍 Rengō,"The United Red Army (連合赤軍, Rengō Sekigun) was a Japanese terrorist organization, established on 15 July 1971. It united the Marxist-Leninist-Maoist Red Army Faction (赤軍派, Sekigunha), led in 1971 by Tsuneo Mori, and the Reformed Marxist Revolutionary Left Wing group, Japanese Communist Party Kanagawa Prefecture Committee, aka Keihin Anti-Security Treaty Joint Struggle Group (京浜安保共闘, Keihin Anbo Kyoutou) led by Hiroko Nagata. The United Red Army had 29 members and lost 14 by killing them in less than a year. Most were members of the New Left.Early in August, two defectors were lynched and their bodies buried in Inba numa marsh, Chiba Prefecture. In the winter of 1971–1972 the United Red Army was hiding in the mountains in Gunma Prefecture. They established camps and trained for military purposes. The leaders of the United Red Army encouraged their fighters to examine their weaknesses in criticism and self-criticism, and these sessions turned into lynchings. The group purged itself one by one of members deemed not sufficiently revolutionary. Many of the twelve victims died tied to posts in the open, exposed to the elements, but others were beaten to death or slaughtered with knives. The first died on 31 December and the last on 12 February. The United Red Army leaders later did not admit that they had killed, but called it death by defeatism (敗北死, Haiboku shi). In mid-February two men escaped, and the remaining paramilitaries decided to abandon their mountain base, but the police had already closed in on them. Tsuneo Mori and Hiroko Nagata were caught, and then the others, but five militants escaped, took a woman hostage, and held out for nine days in a holiday lodge in the Asama-Sanso incident. By the end of the siege they had shot and killed two policemen and a civilian.United Red Army leader Tsuneo Mori killed himself in prison on 1 January 1973. The second-in-commands, Hiroko Nagata and Hiroshi Sakaguchi, were sentenced to death. Nagata died on 5 February 2011 from brain cancer while still being held in a detention facility. As of 2013, Sakaguchi is still alive in prison.Fusako Shigenobu, the leader of the Lebanon-based Japanese Red Army, was a member of the Red Army Faction. She left Japan to train with the Popular Front for the Liberation of Palestine at the end of February, 1971. Her group conducted its most deadly assault, the Lod airport massacre on 30 May 1972.The group is the subject of the 2007 film United Red Army, directed by Kōji Wakamatsu."
307,Trish Goff born June 8 1976,"Trish Goff (born June 8, 1976) is an American model, actress, and real estate broker."
308,Erich Bauer 26 March 1900 ,"Erich Bauer (26 March 1900 – 4 February 1980), sometimes referred to as ""Gasmeister"", was a low-level commander in the SS of Nazi Germany and a Holocaust perpetrator. He participated in Action T4 program and later in Operation Reinhard, serving as a gas chamber operator at Sobibór extermination camp."
309,Poul Rasmussen 21 October 1896 ,Poul Rasmussen (21 October 1896 – 21 June 1966) was a Danish fencer. He competed in four events at the 1920 Summer Olympics.
310,William Freke 16621744 was an English,"William Freke (1662–1744) was an English mystical writer, of Wadham College, Oxford and barrister of the Temple.Freke first comes to attention as a Socinian Unitarian who suffered at the hands of Parliament in 1694 for his anti-Trinitarian beliefs, and later recanted. William Freke sent his Brief but Clear Confutation of the Doctrine of the Trinity to both Houses of Parliament, was fined and the book burnt. The same happened the next year to John Smith (1695), a clockmaker who had written a similar pamphlet.In 1703 he published Lingua Tersancta. Or, a Most Sure and Compleat Allegorick Dictionary to the Holy Language of the Spirit. Presumably unbalanced, Freke proclaimed himself the great Elijah in 1709."
311,Maria Ogedengbe née Creyts is an,"Maria Ogedengbe, née Creyts, is an American artist whose works bring together disparate disciplines within and beyond visual arts. She earned her BFA at Kansas City Art Institute and her MFA from Yale University School of Art.Ogedengbe’s works include large-scale panorama photo projects portraying textile subjects she creates, billboards, public sculpture integrating painting on canvas, and the social sculpture, Missouri GOURDen, a community garden perched on Troost Avenue in Kansas City’s Kauffman Legacy Park adjacent to the Missouri Department of Conservation’s Discovery Center. Missouri GOURDen is a 15 foot bentwood garden house built to the artist’s design over which gourds for making musical instruments are cultivated by people from neighborhoods across the city. “…this interactive space dedicated to gardening, education, music, performance, and art is designed to both inspire artists and bring the community together…Visible year round, the charming garden house flourishes through the summer and fall.”Ogedengbe’s 2017 15-foot public sculpture, Fancy This, is described as a fanciful sailboat, moored in a park, that leaves summer daydreams of journeys by river or sea in its wake In Art in the Loop’s Project Cue catalog. With this work and another boat sculpture, Fancy Buoy, the artist painted the front and back of the sails as if they were giant canvases.In 2015 Ogedengbe was commissioned to create imagery for double billboards for a 3-month display in Kansas City’s Crossroads Arts District. The artist’s concept was a photo project representing paintings from the amusing tale of an art contest between artists Zeuxis and Parrhasius of ancient Greece. In the Kansas City Star, Cindy Hoedel reported, ""To make her giant billboards, Ogedengbe constructed two still lifes in her studio - one featuring a giant bowl filled with grapes and a second of an ornate hand-dyed batik fringed curtain…” In keeping with the format used with other photo projects by the artist, the curtain was a prop the artist created from fabric – fabric she dyed herself, in this case. Ogedengbe has also presented her images on billboards in Atlanta, New Orleans, and Chicago. Her large-scale photo friezes have been exhibited at the Centro Fotográfico Manuel Álvarez Bravo in Oaxaca de Juárez and at the University of Lagos Visual Arts Gallery, among other venues."
312,The Association of Plumbing and Heating,"The Association of Plumbing and Heating Contractors (APHC) is a trade association for the plumbing and heating industry in England and Wales, representing around 1500 businesses employing some 60,000 specialist engineers ranging from those employed by large companies to sole traders working in domestic properties.The APHC represents these specialists on the Specialist Engineering Contractors Group, a member of the Strategic Forum for Construction."
313,Eita Kasagawa 笠川 永太 Kasagawa Eita,"Eita Kasagawa (笠川 永太, Kasagawa Eita, born 25 November 1990) is a Japanese football player. He plays for Albirex Niigata Singapore."
314,Caryopilite synonymous with ectropite and ektropite,"Caryopilite (synonymous with ectropite and ektropite) is a brown-colored mineral with formula (Mn2+,Mg)3Si2O5(OH)4. The mineral was discovered in 1889 from a mine in Sweden. It was named for the Greek words for walnut and felt in reference to its appearance."
315,Raúl Palma born 16 April 1950,Raúl Palma (born 16 April 1950) is a Mexican former basketball player.
